selected_text_processed,sentiment
lovely profile,positive
really wan na see jonas novemeber need find,neutral
squashed,neutral
another gorgeous pau though depress,neutral
happy love ya,positive
isnt work,negative
gosh poor two,negative
do one cook glass two,neutral
funny probably mike ever like sad,neutral
fake like longer pretend like,neutral
happy,positive
like,negative
early,positive
still right,positive
try see twitter programme think give,neutral
dead,negative
horrible,negative
sad,negative
awe well right could home horrible,neutral
online one,neutral
put ton miss,positive
ahhh,neutral
wait,neutral
ashamed,negative
good get bit tan unheard pasty white mostly freckle,neutral
get neck pain able head properly without bad,negative
like,neutral
first sleep new,neutral
break kitchen make hard get,negative
let get,positive
blind,negative
best one,positive
shock,negative
make really really good please,positive
great,positive
love,positive
back,neutral
really weird last,negative
could,neutral
u mean vip,neutral
finally find new flat,neutral
well peer train,neutral
lose ring academy ring w golden get high,neutral
great,positive
checkin new,neutral
think future make sad,negative
ust get back torus watch,neutral
ur,positive
drink hot,neutral
laptop make,neutral
good,positive
really awesome actually,positive
na follow well ur still read,neutral
leave,neutral
oh almost though,neutral
stay,neutral
excite,negative
happy fellow,positive
pretty,positive
freak,positive
like,positive
sufficient enough,positive
totally overstressed,negative
feel like,negative
set steve,positive
green compute,neutral
nice,positive
tire good happy,neutral
get worse,negative
boduch get facebook add,neutral
routine,neutral
didnt even understand,negative
im take put oven,neutral
pooped,negative
back like,neutral
good na clean maybe clean,neutral
good,positive
must keep fall,neutral
get well soon,positive
unfortunately do,neutral
good,positive
truly devastated,negative
bad,negative
get checkup hurt shall fine,neutral
see nice,positive
do,positive
sunday,neutral
look like,neutral
finally saturday live,neutral
horrific glad ok,neutral
yet,neutral
back,neutral
big edna goldfish,neutral
definately,positive
realise able crazy sunday sad,neutral
boyfriend,neutral
rather omg nearly monday,neutral
get go,neutral
honor,positive
draw,neutral
go,neutral
nooooo get haha go later,neutral
oh dear go buy mac think darling suite soon fill,neutral
take ago awsome bad next,neutral
sad think greg awesome go child always win sadly,neutral
really like,negative
talk,neutral
still confuse,neutral
tweet run,neutral
enough,negative
want designer darl whatever,neutral
honestly twitter,negative
chat steve go,neutral
happy,positive
miss,negative
go u,neutral
relax,positive
unfollowed yet,negative
excite,positive
surf,neutral
monday exist hot,neutral
ok,positive
happy,positive
enter,neutral
jealous,negative
cross hop last totally bit hard,neutral
get,negative
sign could take,neutral
amazing,positive
rock go away already,neutral
yaaw one want,neutral
late finally,neutral
back two,positive
never get sick like,positive
totally agree,positive
really tired,negative
happen,negative
kick back holiday,neutral
bore,negative
diss however redeem rescue,neutral
good,positive
longest ever go sleep good,neutral
ugly,neutral
want,neutral
name old u u live,neutral
aw feel well hope get better cancel,neutral
never get due next hope go,neutral
badly edit,negative
go bad,negative
unfortunately,negative
go yaaaay sweet,neutral
rest ahhhhh good,positive
oh great nap still alittle tired,neutral
say great,neutral
delicious,positive
still follow u,neutral
good,positive
sad love ago miss much,neutral
totally forgot forget bring make first ever forget,negative
see whyareyoustillhere,neutral
good,positive
make available,neutral
friend pay,negative
lovely affect,negative
really work,negative
get piece maybe win notice,positive
nawwwww lol great last though aye robluketic,neutral
sorry nintendo collar stay,neutral
awesome sick next,neutral
miss,negative
ugly,negative
bad,negative
want read stupid,neutral
start might throw,neutral
im,neutral
put right scramble,neutral
sit freeze four,neutral
add grice,neutral
tweeps fully populate,neutral
well hello,positive
horrible,negative
kid emma pattern go,neutral
bad,negative
watch else act fool much better remember act,positive
go slow,negative
hilarious,positive
withdraw last go along pakistan,neutral
almost pace wait ups ichiban probably est,neutral
happy,positive
take,neutral
want,neutral
find toy get bullseye teddy,neutral
win great end great,positive
watch biggest never make,negative
retire bum awesome dear,neutral
strong,positive
back,neutral
back,neutral
head think read propped,neutral
newnew saw u put get ta,neutral
win,neutral
pretty,positive
cool hop still lol yeah sure ill,neutral
fantastic,positive
least get lose,neutral
tire still kinda angry miss,negative
happy,positive
heckitty forget one,neutral
great,positive
later since,neutral
impossible,negative
enjoy,positive
last free,negative
negative,negative
bring kitty think get,neutral
like,positive
lovely,positive
lovely,positive
finally get bike want,positive
disappointed,negative
believe,negative
good,positive
pretty interesting actually,positive
nai nai know oh well,neutral
frustrate,negative
great,positive
weather ago horrible well,neutral
freeze,negative
philly miss,neutral
feel better love,neutral
quiet easy,positive
well scared say may rustle happy,neutral
seem come,neutral
come probably,neutral
wrong,negative
good,positive
happy little,positive
know,negative
happy,positive
one,positive
miss,negative
short bring second im go im thankful good ur,positive
good,positive
na start write proper,positive
ouchhhhhh,negative
good gutted,neutral
crawl already,negative
lol scary wear though,neutral
want,neutral
could see n fest,neutral
great,positive
hop,positive
see,neutral
see,neutral
block,negative
happy may force,positive
nice,positive
root,neutral
get present together notice buy hide back miss,neutral
yet,neutral
listen finish new,neutral
feel need advil,negative
one get enough listen get colbert,neutral
lonely,negative
get new since old one like one,neutral
shall quite treat,positive
look nice,positive
separate short think need extend,neutral
good great,positive
miss much say,negative
hong come back,neutral
happy,positive
get home lol leave yay,neutral
think next maybe tonight,neutral
nice buy coda great unfortunately buy full jealous,neutral
get nice chipotle,neutral
enjoy,positive
yo,neutral
drop officially toddler grow,neutral
april bring may yea,neutral
far hot,negative
know get good hope coz different great,neutral
ready,neutral
get smashed thowing twice bleed,neutral
every single,neutral
lose,negative
want already see,neutral
launch u,neutral
good,positive
yet need,neutral
ill come like need get pedicure probably next,neutral
watch handle tony,neutral
three,neutral
sure far behin,neutral
horrible,negative
go bike,neutral
good,negative
feel inspirational,positive
cant,positive
qq comppetitive overcompetitive competitive,neutral
bad,negative
best,positive
basically,negative
vast vast know,neutral
home back,positive
real,positive
good,positive
since dont look like,neutral
get six,neutral
ooo,positive
oh da battery charge,neutral
miss,negative
unhappy,negative
know,neutral
im good tired wking wkend good,neutral
sick,negative
bury,negative
work,negative
like dig next,neutral
never,negative
good sadly mean probably gon na rain,neutral
best,positive
lock vimeo,neutral
happy,positive
find wear find,neutral
good,positive
ive get swine still come skl,neutral
look,neutral
tired good good,neutral
thrill go well,positive
go really well tire though spoil,neutral
slow one sick little cheer,neutral
close execute asleep,neutral
save,positive
true,positive
dread,negative
nyc start come like wait yet another two dreadfully,neutral
till half,neutral
excite,positive
good,positive
need get since go geocaching,neutral
pretty bum last nite well still fun goldfish highly overrate,neutral
shin sing cuppa,neutral
standby,neutral
nice,negative
think eventually happen grade bad bad,negative
na go,neutral
addict sociable,neutral
happy,positive
call,neutral
knight online come back,neutral
iq high come knowledge swim n round,neutral
one,neutral
like,neutral
watch nightmare neither halloween soon,neutral
get email could get monday cheaper book,negative
good,positive
much litterally stop lose,neutral
love oh much,positive
accord fill,neutral
lisa one,neutral
orgasmic,positive
eat,neutral
happy,positive
jealous,negative
oh obviously back stupid luckily church,neutral
try save,neutral
tear special da love,positive
like full black upper,neutral
remember remember,neutral
thx checkin,neutral
edit,neutral
great,positive
good,neutral
good,positive
constantly retweeted would make,neutral
aha well ashington go back old sept become northumberland,neutral
think get free,negative
seem come say,negative
literally make,negative
want back relax little difficult,neutral
drive already,negative
good,positive
say bloody fantastic,positive
e love much,positive
omg,positive
good,positive
really sweet,positive
poor,negative
relax,positive
new finally web still need tweak ok,neutral
run smoothly,positive
u amaze u w u,positive
early watch old grey,neutral
still welcome wide enough,neutral
amigo,positive
best,negative
get kill first wave fail,neutral
one go go alone might leave,neutral
like,negative
unfortunately,negative
amaze,positive
chop,neutral
really goo,positive
make want punch lol,neutral
feel lonely need good,negative
shorten url fine give context,neutral
go like,negative
tweethug,positive
freak,positive
happy love,positive
start second one theres two,neutral
lazy tan possibe small social around,neutral
make,negative
bad,negative
welcome back stuck,neutral
randomly go co,neutral
well,positive
relax,positive
shine warm frozen,neutral
best,positive
crappy karaoke fight,negative
keep soon write like garrulous,neutral
shall awesome,positive
cut thru nice nap another,neutral
apparently meant take,neutral
good one,positive
sad,negative
still work,neutral
drop prop,neutral
leave alone,neutral
gloomy,neutral
run,neutral
confuse,neutral
weak,negative
much better,positive
try unstoppable,neutral
sound,negative
watch mom,neutral
bum,negative
watch alias begin approximately,neutral
happen,neutral
sad love sexy crook want,neutral
would miss,neutral
go away come back next go via rain lie crazy,neutral
lose old,negative
parade,neutral
busy busy busy,neutral
bore intrepid still favorite among,neutral
find chays im na clean,neutral
say wear,neutral
na go friend,neutral
good,positive
bet ideia lovely,neutral
belly,negative
could hang feel le apathetic,negative
oh totally lookin forward,positive
see mcloven,negative
awesome love great see,positive
like warm,neutral
half long enough,negative
last ko olina north,neutral
pave,positive
stick,negative
think attempt,negative
want drag,neutral
worth love free though,neutral
kid sometimes think forest run,neutral
oooh right think could regular,neutral
nice,positive
still finish,neutral
every,positive
lose,negative
worth,positive
late already bus goin talkin,negative
frustraded,negative
like episode,neutral
scar,negative
like,negative
move edinburgh glasgow new flat,neutral
actually tire enough,negative
enjoy nice bad never really see anymore,neutral
oh bad,positive
go first clean,neutral
ill get birthday,neutral
good,negative
miss,negative
lucky,positive
quit,negative
wonder financial go account like grand rest,neutral
strongest think like study,neutral
final final,neutral
look forward,neutral
may happen,negative
notoriously unreliable great yall,neutral
partyyyyy,positive
really like always predict different,neutral
tell buy album,neutral
great,positive
grow,neutral
best,positive
go get low sell get wan na sell,neutral
friday oh well go shop,neutral
top two gear come,neutral
search would hot oh well,neutral
get jbs live vid saw nick,neutral
realize far back hope enough pay,neutral
depressed,negative
never go take,neutral
download,neutral
omg awful,negative
hear surprising tell whole,neutral
excite,positive
want,positive
go read,neutral
ugh like keep try,neutral
freeeeeeeeeeeeeeeezing excite see go see,neutral
back want,neutral
somewhere,neutral
mk think,neutral
outside hot monday spend around outside,neutral
happy,positive
go,positive
totally make want go want,neutral
haaha kinda long,neutral
birthday,neutral
standin forest get maddest take,neutral
go gig run update later,neutral
call acknowledge inevitable,neutral
listen shatter,neutral
use spare usb virtual ram get gb,neutral
supernatural,neutral
tire bore,negative
u na go,neutral
work,negative
wonderful plan,positive
great economic,positive
excite,positive
great,positive
want,neutral
ignore,negative
yet another,negative
leeds one,neutral
omg poor eppy ok scary believe one notice,neutral
bad,negative
ur really sweetest ever,positive
remember,positive
take long nap like still asleep,neutral
naww go mega,neutral
already,negative
enjoy,positive
best ever meet greatest never see ahh saw,neutral
see nova monday,neutral
back wil go put,neutral
nï¿½y recommend,neutral
big embrace,positive
bake,negative
oh,negative
make listen,positive
know,neutral
act,negative
get ta knock project one refuse right release next,neutral
wish fill break get fix,neutral
wide enough get,neutral
seem far away,negative
try go back block whole evacuate,neutral
hope like,positive
auntie quote incredible,positive
frustrate,negative
love,positive
get ride tow,neutral
help,positive
unconditonally love,positive
eat strong,neutral
much,positive
bad,negative
great,positive
oh take sign,neutral
adorable,positive
arrive early,neutral
ofoz cool,positive
love,positive
get nice,neutral
longer together one survive good though,neutral
feel better,positive
happy,positive
swine flu get u,neutral
thrill nosebleed first overjoy,negative
must always come decent new hair get carded gamestop,neutral
listen best,positive
happy,positive
mexican,neutral
skyping,neutral
meanie one go lux,neutral
update,neutral
make sure,neutral
come give,neutral
sure great,positive
rain,neutral
stupid,negative
pull,neutral
tell want put,negative
like,positive
dfizzy ever read uh get one would ever,neutral
lie,neutral
chicago land,neutral
jealous,negative
distract,negative
great,positive
anymore,neutral
get back,neutral
sadly,negative
take polish murder earlier well pretty,negative
think lough right involve early,neutral
fairly upset,negative
like tea,neutral
woo get,positive
wait,neutral
well,negative
stupid,negative
work,neutral
bless,positive
ok subtly say longer fave temme steal vocab ur,neutral
good,neutral
miss,negative
love realise believe almost,neutral
oh like whole knoww,neutral
move vietnam stay,neutral
go crazy,negative
excite,positive
really try last fb look,neutral
addict,negative
ouch hurt,negative
retarded could like retard,neutral
could radio least another come,neutral
compatible,neutral
paul mckenna make thin good bad traditional,neutral
happen,negative
ugh,negative
happy,positive
sound good,negative
mia,neutral
bad,positive
excite,positive
would haha,neutral
miss free,neutral
great,positive
really cool,positive
happy,positive
one go pout,neutral
bbq great relax around,positive
work,positive
mess,negative
beyond happy,positive
whenever whever dc,neutral
work late yet fun hear funny song,neutral
interupted,negative
interest,positive
back,neutral
perfect break one hallway find perfect,neutral
great,positive
tactical go library know ouch ouch ouch maybe good,neutral
awesome,positive
hardly,negative
happy,positive
abandon,neutral
know,neutral
make,neutral
go,neutral
suck b,negative
happy,positive
good,positive
sure would like else pci free,neutral
work,positive
like dye right,negative
see dare real probably go,neutral
get talent,neutral
obnoxiously,negative
laze,positive
make grow,neutral
know say always point knife away learn lesson one,negative
u know hit see go young,neutral
happy,positive
love lil,positive
forget couple,neutral
would notice,neutral
die,negative
good,positive
hot,negative
happy,positive
may fourth oh come one actually spell yet,neutral
post pretty please,neutral
huge,positive
give,neutral
take wrong sg,neutral
late,neutral
full lol,neutral
anoher,negative
worst,negative
load rid last haribo,neutral
wave next communicate happen good old fashion write,neutral
hack need,neutral
get go bed,neutral
see major entire,neutral
like,negative
like,positive
slither head creek nasty swim frighten,negative
sadly,negative
look yummy good,positive
get sunbeam eu win,neutral
think go take,neutral
suck,negative
must bring bad,negative
reallly good,positive
aww ignore mobile see unless,neutral
get smoke need start work final,neutral
tired awesomeness sleep,neutral
happy,positive
happy enjoy,positive
see still awake,neutral
yeah know would much easier bored play,neutral
young come end,neutral
cave,neutral
sorry hear hope,neutral
sit touch allow,neutral
like clear make realize crappy really,neutral
happy amber great one far away thirty make u feel sad,neutral
miss,negative
well live,neutral
love delight u amber,positive
ah huge get middle pee,neutral
good,positive
find free,positive
good great,positive
great piss sent fill,neutral
lol,positive
happy,positive
look forward,positive
easy,positive
excite,positive
hug,negative
good,positive
nicely get,positive
annoy strangely satisfy,neutral
last teach friday new next,neutral
u,neutral
impossible,negative
oh yeah love much,neutral
sunday go,neutral
wish would take nkotb,neutral
check get follower live oz welcome,neutral
u go,neutral
hack,negative
worst ever,negative
yr take read close,neutral
ugh bore,negative
get,negative
see,negative
stupid,negative
w nice live think always breed,neutral
help,positive
u get u say peekaboo hear say,neutral
take soon also would hang everyday live near,neutral
fell asleep put enough sunscreen,neutral
move next wacky every,neutral
change one,neutral
leave,negative
go,negative
delicious,positive
wish would lens need,neutral
think get cold,neutral
nt next u vote,neutral
friendly,positive
come see live,neutral
much lol techno,positive
may try,neutral
abandon still go,neutral
hard,negative
girl would seriously first sayin,neutral
except every much better spend,neutral
young,neutral
miss,negative
good,positive
like keep little secret,positive
great,positive
french teach,neutral
ready,neutral
get come,neutral
true,positive
back,positive
interested,positive
play around look better large,neutral
check new,neutral
get one,neutral
ugh,negative
good,negative
bad,negative
would explain italian,neutral
finally do,neutral
agree show would easier give,neutral
would like leave,neutral
see,neutral
oh ok,positive
even come,negative
lose,negative
ill buy one,neutral
make,neutral
get purrtty,positive
poor,negative
dangerous,negative
great,positive
like,positive
get go bye twitterland good try sleep easily still sick,neutral
always feel last,neutral
luking new,neutral
happy,positive
annoy know old get never slow,negative
get read,neutral
like piggls mean,positive
still think disband,negative
im dont get,positive
appear find post else post find,neutral
ahh gloomy pretty sure hear,neutral
lisa beautiful happy wonderfur,positive
like graf sorry,neutral
hopefully good come hopefully soon know may happydance,positive
happy,positive
good,positive
jealous would love one downsides almost vegetarian together,neutral
suck,negative
miss,negative
love,positive
peas doin say,neutral
five close fun anyway,neutral
upss writen like,neutral
first,neutral
quil,negative
shock,negative
im soon,neutral
super stressful sleep find,neutral
omg love accadentally deleted beautiful,neutral
sometimes think hate never reply back,negative
bless,positive
scary,negative
break get old,neutral
isnt show,negative
consider cordoning swine might clear,neutral
leave write,neutral
next,negative
dave ask send alejandra,neutral
good,positive
would call,neutral
miss,negative
feel relax,positive
come close astroturf save yr yr yard green instead,neutral
trend,positive
belgian,neutral
boldly go one go,neutral
make homemade,neutral
go get waterguns haha,neutral
keep get tonked,neutral
enough might watch instead,neutral
holly take paraded potential,neutral
birmingham sew van,neutral
finish x,neutral
miss,negative
maybe take one say,neutral
still playin,neutral
seriously go forgive like little fangirl,neutral
probably use tweetie touch,neutral
reply meant drink laaazy,neutral
yes one mark monday dang still tho,neutral
must stick chin one,neutral
bad,negative
na go ran hit gym,neutral
bore,negative
na go,negative
close,negative
mommy long,negative
much better,positive
miss,negative
could talk,neutral
wow think actually really live go back,neutral
ol think somehow,positive
go pagee really exist,neutral
back bore already wait miss,negative
pretty awesome,positive
shoutout beautiful nigga dont appreciate one care happy,neutral
drop,neutral
get lose use make good work,neutral
still hangover,neutral
lucky,positive
anywayss die spend somewhere hot,neutral
seem like wait,neutral
maybe listen dude like three,neutral
confirm long suspect keep late,negative
whole,neutral
sorry know really needy,negative
happy,positive
want,neutral
bad,neutral
ugh,negative
watch audio,positive
yet show may resort give away,neutral
hurt stand,negative
swear,negative
bad,negative
really bad,negative
poorer lol mexican automatically make poorer,negative
new stay updated,neutral
bad make u better,neutral
get do first exsausted sweaty,negative
love,positive
excite bout go bum designate driver drink,neutral
gon na answer,neutral
sana sell full cod wizard,neutral
lose,negative
stupid,negative
silly,negative
little de janeiro forgive,neutral
make want,negative
like away,negative
good,positive
addict,negative
busy trump cheese omlette cheese,neutral
bore,negative
happy,positive
love,positive
sorry show,negative
really want one free weekend book mama make,neutral
really brilliant,positive
amaze,positive
learn hoedown,neutral
awkwardly,negative
take david want,neutral
know last get play set,neutral
good,positive
fume ebay go bad,negative
december like away,neutral
poor little,negative
pretty awesome,positive
antony tonight,positive
omg finish need make pretty do,neutral
sadly,negative
le tune,neutral
dias mundo de twitter eat watch go,neutral
far,negative
happy even make wonderful,positive
busy already,neutral
lovely,positive
best,positive
cute sleepy,positive
finish new maybe le im quite proud want lend,neutral
sent,neutral
post,neutral
oj want hook,neutral
want twitter make,negative
happy,positive
uuu bigger,neutral
happiest,positive
fail,negative
ere,positive
completely different last,neutral
adorable,positive
great,positive
bad,negative
really,negative
crappy,negative
elora break miss last nsw need hit melbs,negative
actually wake go see,neutral
see say private,neutral
cry,negative
sunday,neutral
know nearly make italian though,neutral
actually feel,neutral
beautiful sunny,positive
neglect,negative
stop rest least five entire luck,neutral
go bed leave till,neutral
miss much,negative
happy,positive
hand get back next cross know,neutral
retard,negative
bore,negative
bad,negative
fine,positive
rad make stay,neutral
omg excite,positive
split know anywhere,neutral
hard,negative
one,negative
find first kiss,neutral
seem get pretty quick seem,neutral
work eastbay unlike u get,neutral
work,negative
busy chain laptop wed likely yul,neutral
good,positive
create also believe create million get ya,negative
horrible,negative
robina,neutral
bore,negative
nice,positive
miss,negative
miss,negative
still alive,neutral
recover hard homeschooling dd go well,neutral
say whale,neutral
subway,positive
lol like do,neutral
try instal twibble base app,neutral
call want know hat return,neutral
bore lovley outside,neutral
poor,negative
amaze,positive
nina decide,neutral
go away partyyy come,neutral
sleep,neutral
first go,neutral
must survive make stronger,positive
like,positive
well ri,negative
know,neutral
come,neutral
well long yeh definately need go find one maybe crutches,neutral
wide wish nightshift get turned nashville oh well,negative
great,positive
happy,positive
fish potato would love baked tend,neutral
hopefully happen like next near new,neutral
make,negative
miss,negative
would tweet follow,neutral
late,negative
like,negative
check work sorry,neutral
sleep soon tell get butt,neutral
lose wiv mum,neutral
get ready much go seem,negative
lovely bike make root revise best,positive
die,negative
go may b hold lol p,neutral
say,positive
get cancel,positive
white,neutral
nurse sick back jealous,negative
go bed goodnight,positive
hopefully,positive
drawning,neutral
wide short old,neutral
happy,positive
stand open know alone hold hold baby hold,neutral
remove could recite speech easily,neutral
instead kate guess,neutral
big,neutral
leiiin,neutral
probably better later take big,neutral
book im arrive,neutral
look depress beautiful,neutral
sadly stanley,negative
surprisingly perhaps good,positive
stress sad pugsly miss,negative
e great,positive
never start one le,neutral
shower slow bed tiny,negative
depressed,negative
shw,positive
wrong dress,neutral
sad,negative
want hear,neutral
add dunkin,neutral
try use,neutral
luckiest,positive
advance carry outdoor get wolverine,neutral
lovely walk,positive
would never reply back,negative
sore bad,negative
bark,negative
piss,negative
new study,neutral
pray u,negative
hungry scramble grandma always make scramble mum go make,neutral
delete say delete ily,neutral
go concert end,neutral
oh dear abroad lucky come home poor listen,neutral
good,positive
play get better miss u,neutral
stop work,negative
wrong,negative
good,positive
follow little later busy take lady,neutral
le lose,neutral
nah honest would rather protein shake go run lol,neutral
plan cal around blink get,neutral
upload facebook friendster later,neutral
play cool new,positive
adopt diff adoptive want sometime lmk,neutral
still upppp lol le,neutral
want say wasnt good,neutral
happy,positive
act,negative
talk,neutral
also fix url since rss,neutral
well sure,neutral
really feckin tire,negative
like find possibly get,neutral
kill,negative
quite hard,negative
alive finish,neutral
one best show,positive
add,neutral
lovely shame near decide elsewhere get,neutral
come back tonite,neutral
crave king sized,neutral
one colour one fill,neutral
want one do,neutral
use iphone sometimes twidget,neutral
despite heater get chilly,negative
oh still get around start,neutral
green,neutral
red,neutral
best,positive
ohhhhh,negative
well think get call anytime soon paint,neutral
also boo,positive
enjoy,positive
belong pune via,neutral
realllllllllly say,neutral
na miss nanna go lake disdrict get disney matt love,neutral
great,positive
say happy,negative
much,neutral
cheap one work brilliantly,neutral
well actually larin besides sleep crawl,neutral
feel well,negative
sittin,neutral
try fix work ugh also mom wont sleep sanzz bad,negative
celebrate,positive
run,neutral
wan na alone,negative
haha great love,positive
like,neutral
ahahaha,neutral
wrong,negative
hard,negative
could use hug three even away,neutral
look forward crazy come go,neutral
two,positive
follow need,neutral
start get whole,neutral
bad,negative
think ever meet,neutral
productive,negative
good,positive
dye back super black,neutral
either yo puerto rican muy,neutral
wont say close category wan na vote,neutral
leave,negative
must admit though want put,neutral
happy,positive
lovely,positive
good,positive
poor,negative
get dress go granny another twit,neutral
post boo come,neutral
excited far,neutral
thank,positive
toast,positive
early,negative
join,neutral
nice,negative
remind lovely go often,neutral
look good little hungry age,neutral
boys sick cross stay well youself get better,neutral
go,negative
depress,negative
go,neutral
go fafsa hope ann detroit art,neutral
understand would require take paragraph could lead opt every,neutral
finally master art uploading say twitter longer assume,neutral
stupid may,neutral
would scratch,neutral
happy,positive
stay talk,neutral
finally arrive,positive
normal give interested glimpse near dear u,neutral
confuse,negative
get,neutral
clean episode really,neutral
wait sm nearly,neutral
happy,positive
get,neutral
sure,positive
without,negative
tire,negative
believe blame errands certain loud,neutral
tire,negative
finish wash,neutral
happy,positive
hopefully come,positive
okay charge,neutral
look good cancel concert ready,positive
even nz,neutral
go see hannah,neutral
happy,positive
finally get,positive
good,positive
double,positive
blue,neutral
wonder,positive
close good move,neutral
silly wendy know french study,neutral
happy,positive
uber,positive
starve,negative
hungry probably never see krispy,neutral
best,positive
die,negative
get ready go brighton find new sunday,neutral
chipotle really want,neutral
great,positive
u follow,neutral
sure follow get comfortable new may hhrs,neutral
go make go forward im oh yeh,neutral
realise send mean,neutral
blatently,negative
try close,neutral
make want taco oh well go go,neutral
think ever one,neutral
buzz,negative
stooopid reconnect interent without net,negative
reject,negative
decided good look curly get cover,neutral
happy,positive
polka black mobile mo,neutral
take leave get,neutral
happy,positive
super far forward like extra sleep dearly need,neutral
chantellie,neutral
entertain,positive
amaze,positive
everywhere via,neutral
bad miss screen,negative
think high musical,neutral
better,positive
boo dual challenge,neutral
unfortunately,negative
miss,neutral
like,positive
wake show rock girl could close far away,neutral
hat,negative
tataindicom good better,positive
happy,positive
finally start serious complete english,neutral
great,positive
like,negative
cheer,neutral
really miss,negative
melt top spinach divine come,neutral
get little scare back sleep start work look good,neutral
sit bed think,neutral
attend need wake early,neutral
crazy ashamed timid,neutral
nice hopefully see ya soon miss ur,positive
beautiful,positive
good would love come,positive
amaze,positive
say think,neutral
get,neutral
poor,negative
take,negative
awe,positive
really want shish go settle,neutral
hilarious whole hilarious,positive
like,positive
slooowww go,neutral
irresponsible,negative
hurt,negative
take definitely,neutral
u oh well theres always next,neutral
get three far b good sad though,neutral
urm ouch need happen hope better,neutral
omg till,neutral
sick come good,neutral
really bad,negative
open tho,neutral
one go,negative
may round one happy,positive
awwwwwwww dry,negative
perhaps background,neutral
bad,negative
leave ace shes one,neutral
hopefully,positive
sssnoring,negative
sick,negative
unfort follow,neutral
go,negative
never,neutral
bout take shower,neutral
good,positive
request guest,neutral
make little pipe head onto like write,neutral
nice,positive
reunite,positive
happen didnt two,neutral
call,neutral
great,positive
good,negative
new,neutral
love favorite,positive
keep soon,neutral
head might take although take last chip,neutral
leave soon might cry,neutral
great,positive
happy,positive
aww give,positive
crowntown may meet let get ready ill let know,neutral
goin til get swim,neutral
go,neutral
new,negative
kick,negative
walk,neutral
mostly hop go quickly,positive
nice,positive
friday,neutral
burn,negative
great,positive
cold,negative
disembark saw pod finish point never see,neutral
happy,positive
sweet,positive
cake cake oven,neutral
lose,neutral
leave u go throooooooooooooo na find u lol cry,negative
go strange,negative
old,neutral
stupid,negative
ugly,negative
call get nest sure maybe come la soon go,neutral
think go get,negative
see guess must lot texas,neutral
good,positive
eat,neutral
constantly look come,neutral
well yeah na drive far awa,neutral
go wed next,neutral
ew,neutral
look good,negative
get worse,negative
hop,positive
agree,positive
bet black ugly,neutral
scar,negative
go audio take,neutral
bore,neutral
keep check new update come soon,neutral
sad become aggressive seperate,negative
great,positive
leave without,negative
tire,negative
try busy,neutral
really happy really happy,positive
excite fun,positive
graduate,neutral
get back bore,neutral
live,neutral
never,neutral
get,negative
ignore,negative
get back together one,neutral
miss flow,neutral
happy mamas,positive
look forward,positive
worst use really bad first sometimes even get,negative
adore though,neutral
much happy beautiful,positive
block,negative
ouch,neutral
tgif gorgeous reno stick inside,neutral
lol safe,neutral
leave,neutral
four little exhaust right wrong lol downright masochistic,neutral
old write continuous non stop,neutral
great,positive
ive lazy find interesting follow reinforce say take,neutral
would fun much enough,neutral
stupid,negative
aiken get autograph,neutral
love,positive
welcome back hard,neutral
little,negative
nighty,neutral
do pack else leave,neutral
ok see da climb,neutral
try get,neutral
shall listen gary start,neutral
well send fave cup belgian,neutral
know awful never fear get drunken,neutral
finish und go skate get new,neutral
latest free,neutral
take,negative
share long,neutral
watch favorite remember romantic,neutral
sad,negative
fantastic,positive
good,positive
miss,negative
get ago yet,neutral
incredibly happy,positive
lovely,positive
awww jon,positive
get wisdom pull,neutral
tire,negative
try huge,neutral
come back visit alaska,neutral
may,neutral
expensive get one try save go tonight,neutral
sometimes feel pathetic go bed early,negative
good,positive
greet,positive
terrorize,negative
front u wave u eddie izzard,neutral
love really simple think put twi front,positive
hun wear new big false show,neutral
safe,positive
enjoy party,positive
excite,positive
even little biknightual see spell love anyway,neutral
suggest,positive
late,negative
coke,neutral
still work,neutral
get w sadie include good break head bad still happy,neutral
great,positive
txting sorry dead hopefully verizon replace back,neutral
smile,positive
get shot,neutral
go,neutral
sadly,negative
happy,positive
happy,positive
miss,neutral
follow follow,neutral
pierce die,neutral
think decline since anymore,negative
last one,negative
cancel,negative
latest want happen think,neutral
c,neutral
get twitter,positive
aww show u mum proud let know,positive
louder like u hear come leave,neutral
discover whole new,positive
christian mobile run old,neutral
slam table ago go nice blue,negative
amaze,positive
ahh love u u get,positive
short possible even change new,neutral
ugh wait interminable,negative
greenville best birthday leave later want,neutral
ridiculous go suck,negative
u via,neutral
oh dub breesaholic insomniac special oh must add third angel,neutral
ahh right hurt soooo bad,negative
yes know gross better,neutral
okay go first since start,neutral
hugh laurie needle,neutral
would supertarget,neutral
make seamless quebec two,neutral
good busy good yucky,neutral
poor,negative
make healthified streusel,neutral
excite,positive
go,neutral
pay,negative
oh,positive
cod go,neutral
good,positive
wake late train,neutral
good,positive
wake,neutral
know,negative
probably get fire though,neutral
like colorful happy,positive
lol hurt rly bad personally think ive,negative
see hannah montana,neutral
bore,negative
tx new anyones,neutral
clean,neutral
big big,positive
rather,neutral
good,positive
bad,negative
might make sunday show hopefully sun,neutral
cant,neutral
lonely need hug,negative
bad,negative
burn,negative
eat salad rember comment new plz,neutral
two go visit,neutral
think already turn winter even start,neutral
cant,neutral
yay charge hot,neutral
gross totally forget,negative
